Stability threshold: 100
Iteration threshold: 3
1
2
3	0	14	49	1	13	33	15	11	19
4	0	56	16	48	14	42	10	26	45
5	0	42	12	50	12	22	17	6	44
6	0	38	20	15	38	3	26	13	36
7	0	60	33	56	46	22	7	42	44
8	1	60	11	56	46	22	50	16	44
9	2	60	11	56	46	22	50	16	44
10	3	60	11	56	46	22	50	16	44
11	4	60	11	56	46	22	50	16	44
12	5	60	11	56	46	22	50	16	44
13	6	60	11	56	46	22	50	16	44
14	7	60	11	56	46	22	50	16	44
15	8	60	11	56	46	22	50	16	44
16	9	60	11	56	46	22	50	16	44
17	10	60	11	56	46	22	50	16	44
18	11	60	11	56	46	22	50	16	44
19	12	60	11	56	46	22	50	16	44
20	13	60	11	56	46	22	50	16	44
21	14	60	11	56	46	22	50	16	44
22	15	60	11	56	46	22	50	16	44
23	16	60	11	56	46	22	50	16	44
24	17	60	11	56	46	22	50	16	44
25	18	60	11	56	46	22	50	16	44
26	19	60	11	56	46	22	50	16	44
27	20	60	11	56	46	22	50	16	44
28	21	60	11	56	46	22	50	16	44
29	22	60	11	56	46	22	50	16	44
30	23	60	11	56	46	22	50	16	44
31	24	60	11	56	46	22	50	16	44
32	25	60	11	56	46	22	50	16	44
33	26	60	11	56	46	22	50	16	44
34	27	60	11	56	46	22	50	16	44
35	28	60	11	56	46	22	50	16	44
36	29	60	11	56	46	22	50	16	44
37	30	60	11	56	46	22	50	16	44
38	31	60	11	56	46	22	50	16	44
39	32	60	11	56	46	22	50	16	44
40	33	60	11	56	46	22	50	16	44
41	34	60	11	56	46	22	50	16	44
42	35	60	11	56	46	22	50	16	44
43	36	60	11	56	46	22	50	16	44
44	37	60	11	56	46	22	50	16	44
45	38	60	11	56	46	22	50	16	44
46	39	60	11	56	46	22	50	16	44
47	40	60	11	56	46	22	50	16	44
48	41	60	11	56	46	22	50	16	44
49	42	60	11	56	46	22	50	16	44
50	43	60	11	56	46	22	50	16	44
51	44	60	11	56	46	22	50	16	44
52	45	60	11	56	46	22	50	16	44
53	46	60	11	56	46	22	50	16	44
54	47	60	11	56	46	22	50	16	44
55	48	60	11	56	46	22	50	16	44
56	49	60	11	56	46	22	50	16	44
57	50	60	11	56	46	22	50	16	44
58	51	60	11	56	46	22	50	16	44
59	52	60	11	56	46	22	50	16	44
60	53	60	11	56	46	22	50	16	44
61	54	60	11	56	46	22	50	16	44
62	55	60	11	56	46	22	50	16	44
63	56	60	11	56	46	22	50	16	44
64	57	60	11	56	46	22	50	16	44
65	58	60	11	56	46	22	50	16	44
66	59	60	11	56	46	22	50	16	44
67	60	60	11	56	46	22	50	16	44
68	61	60	11	56	46	22	50	16	44
69	62	60	11	56	46	22	50	16	44
70	63	60	11	56	46	22	50	16	44
71	64	60	11	56	46	22	50	16	44
72	65	60	11	56	46	22	50	16	44
73	66	60	11	56	46	22	50	16	44
74	67	60	11	56	46	22	50	16	44
75	68	60	11	56	46	22	50	16	44
76	69	60	11	56	46	22	50	16	44
77	70	60	11	56	46	22	50	16	44
78	71	60	11	56	46	22	50	16	44
79	72	60	11	56	46	22	50	16	44
80	73	60	11	56	46	22	50	16	44
81	74	60	11	56	46	22	50	16	44
82	75	60	11	56	46	22	50	16	44
83	76	60	11	56	46	22	50	16	44
84	77	60	11	56	46	22	50	16	44
85	78	60	11	56	46	22	50	16	44
86	79	60	11	56	46	22	50	16	44
87	80	60	11	56	46	22	50	16	44
88	81	60	11	56	46	22	50	16	44
89	82	60	11	56	46	22	50	16	44
90	83	60	11	56	46	22	50	16	44
91	84	60	11	56	46	22	50	16	44
92	85	60	11	56	46	22	50	16	44
93	86	60	11	56	46	22	50	16	44
94	87	60	11	56	46	22	50	16	44
95	88	60	11	56	46	22	50	16	44
96	89	60	11	56	46	22	50	16	44
97	90	60	11	56	46	22	50	16	44
98	91	60	11	56	46	22	50	16	44
99	92	60	11	56	46	22	50	16	44
100	93	60	11	56	46	22	50	16	44
101	94	60	11	56	46	22	50	16	44
102	95	60	11	56	46	22	50	16	44
103	96	60	11	56	46	22	50	16	44
104	97	60	11	56	46	22	50	16	44
105	98	60	11	56	46	22	50	16	44
106	99	60	11	56	46	22	50	16	44
107	100	60	11	56	46	22	50	16	44
