Stability threshold: 100
Iteration threshold: 10
1
2
3
4
5
6
7
8
9
10	0	53	33	39	58	27	26	50	52
11	0	53	12	48	58	38	19	8	45
12	0	38	9	46	13	62	16	38	44
13	0	38	38	58	13	62	16	38	44
14	0	15	22	22	43	38	2	19	13
15	0	15	49	38	45	18	32	19	59
16	0	15	12	34	45	18	16	19	13
17	0	15	9	56	4	44	7	2	30
18	0	1	50	14	58	30	51	34	7
19	0	1	29	50	58	3	44	4	25
20	0	1	29	50	58	3	43	4	25
21	0	22	19	4	58	50	43	20	59
22	0	22	23	7	58	3	34	4	8
23	0	19	7	25	52	55	7	48	1
24	0	60	11	31	11	4	11	8	45
25	0	60	4	6	8	47	14	59	45
26	0	60	4	6	8	47	14	59	45
27	0	60	4	6	8	47	14	59	45
28	0	60	50	31	8	29	50	16	58
29	0	60	57	0	8	38	49	32	63
30	0	60	38	47	8	50	61	35	45
31	0	60	38	47	8	50	61	35	45
32	0	60	57	47	8	50	61	35	45
33	0	60	2	47	8	50	58	35	45
34	0	60	2	59	8	50	50	35	45
35	0	60	11	59	8	50	50	35	45
36	0	60	10	8	46	22	50	16	44
37	1	60	11	56	46	22	50	16	44
38	0	60	57	13	46	22	50	16	44
39	0	60	57	13	46	22	50	16	44
40	0	60	57	13	46	22	50	16	44
41	0	60	57	13	46	22	50	16	44
42	0	60	58	47	37	22	39	32	42
43	0	60	57	13	46	22	50	16	44
44	1	60	11	56	46	22	50	16	44
45	2	60	11	56	46	22	50	16	44
46	3	60	11	56	46	22	50	16	44
47	4	60	11	56	46	22	50	16	44
48	5	60	11	56	46	22	50	16	44
49	6	60	11	56	46	22	50	16	44
50	7	60	11	56	46	22	50	16	44
51	8	60	11	56	46	22	50	16	44
52	9	60	11	56	46	22	50	16	44
53	10	60	11	56	46	22	50	16	44
54	11	60	11	56	46	22	50	16	44
55	12	60	11	56	46	22	50	16	44
56	13	60	11	56	46	22	50	16	44
57	14	60	11	56	46	22	50	16	44
58	15	60	11	56	46	22	50	16	44
59	16	60	11	56	46	22	50	16	44
60	17	60	11	56	46	22	50	16	44
61	18	60	11	56	46	22	50	16	44
62	19	60	11	56	46	22	50	16	44
63	20	60	11	56	46	22	50	16	44
64	21	60	11	56	46	22	50	16	44
65	22	60	11	56	46	22	50	16	44
66	23	60	11	56	46	22	50	16	44
67	24	60	11	56	46	22	50	16	44
68	25	60	11	56	46	22	50	16	44
69	26	60	11	56	46	22	50	16	44
70	27	60	11	56	46	22	50	16	44
71	28	60	11	56	46	22	50	16	44
72	29	60	11	56	46	22	50	16	44
73	30	60	11	56	46	22	50	16	44
74	31	60	11	56	46	22	50	16	44
75	32	60	11	56	46	22	50	16	44
76	33	60	11	56	46	22	50	16	44
77	34	60	11	56	46	22	50	16	44
78	35	60	11	56	46	22	50	16	44
79	36	60	11	56	46	22	50	16	44
80	37	60	11	56	46	22	50	16	44
81	38	60	11	56	46	22	50	16	44
82	39	60	11	56	46	22	50	16	44
83	40	60	11	56	46	22	50	16	44
84	41	60	11	56	46	22	50	16	44
85	42	60	11	56	46	22	50	16	44
86	43	60	11	56	46	22	50	16	44
87	44	60	11	56	46	22	50	16	44
88	45	60	11	56	46	22	50	16	44
89	46	60	11	56	46	22	50	16	44
90	47	60	11	56	46	22	50	16	44
91	48	60	11	56	46	22	50	16	44
92	49	60	11	56	46	22	50	16	44
93	50	60	11	56	46	22	50	16	44
94	51	60	11	56	46	22	50	16	44
95	52	60	11	56	46	22	50	16	44
96	53	60	11	56	46	22	50	16	44
97	54	60	11	56	46	22	50	16	44
98	55	60	11	56	46	22	50	16	44
99	56	60	11	56	46	22	50	16	44
100	57	60	11	56	46	22	50	16	44
101	58	60	11	56	46	22	50	16	44
102	59	60	11	56	46	22	50	16	44
103	60	60	11	56	46	22	50	16	44
104	61	60	11	56	46	22	50	16	44
105	62	60	11	56	46	22	50	16	44
106	63	60	11	56	46	22	50	16	44
107	64	60	11	56	46	22	50	16	44
108	65	60	11	56	46	22	50	16	44
109	66	60	11	56	46	22	50	16	44
110	67	60	11	56	46	22	50	16	44
111	68	60	11	56	46	22	50	16	44
112	69	60	11	56	46	22	50	16	44
113	70	60	11	56	46	22	50	16	44
114	71	60	11	56	46	22	50	16	44
115	72	60	11	56	46	22	50	16	44
116	73	60	11	56	46	22	50	16	44
117	74	60	11	56	46	22	50	16	44
118	75	60	11	56	46	22	50	16	44
119	76	60	11	56	46	22	50	16	44
120	77	60	11	56	46	22	50	16	44
121	78	60	11	56	46	22	50	16	44
122	79	60	11	56	46	22	50	16	44
123	80	60	11	56	46	22	50	16	44
124	81	60	11	56	46	22	50	16	44
125	82	60	11	56	46	22	50	16	44
126	83	60	11	56	46	22	50	16	44
127	84	60	11	56	46	22	50	16	44
128	85	60	11	56	46	22	50	16	44
129	86	60	11	56	46	22	50	16	44
130	87	60	11	56	46	22	50	16	44
131	88	60	11	56	46	22	50	16	44
132	89	60	11	56	46	22	50	16	44
133	90	60	11	56	46	22	50	16	44
134	91	60	11	56	46	22	50	16	44
135	92	60	11	56	46	22	50	16	44
136	93	60	11	56	46	22	50	16	44
137	94	60	11	56	46	22	50	16	44
138	95	60	11	56	46	22	50	16	44
139	96	60	11	56	46	22	50	16	44
140	97	60	11	56	46	22	50	16	44
141	98	60	11	56	46	22	50	16	44
142	99	60	11	56	46	22	50	16	44
143	100	60	11	56	46	22	50	16	44
